project_name	publication_doi	sample_name	archive	archive_accession	secondary_sample_accession	study_accession	sample_alias	sample_title	experiment_accession	experiment_title	center_name	instrument_platform	instrument_model	library_name	library_construction_protocol	library_design_description	library_source	library_selection	library_strategy	library_layout	nominal_length	run_accession	read_count	fastq_ftp	fastq_aspera	fastq_md5	fastq_bytes
Schuenemann2013	10.1126/science.1238286	SK8	SRA	SRS418845	SRS418845	PRJNA200950	SK8	Generic sample from Ancient metagenome sample	SRX275538	Illumina MiSeq sequencing; Medieval and modern mycobacterium leprae: Sample SK8-sequencing	University of Tuebingen	ILLUMINA	Illumina MiSeq	NA	NA	NA	METAGENOMIC	other	OTHER	PAIRED	NA	SRR847069	9898159	ftp.sra.ebi.ac.uk/vol1/fastq/SRR847/SRR847069/SRR847069_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR847/SRR847069/SRR847069_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR847/SRR847069/SRR847069_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR847/SRR847069/SRR847069_2.fastq.gz	346237b054109fcdc1c7933cfb456237;f41c1f7c32bcfbb1a7be18a1290e8eb2	638952868;663649548
Schuenemann2013	10.1126/science.1238286	SK8	SRA	SRS418845	SRS418845	PRJNA200950	SK8	Generic sample from Ancient metagenome sample	SRX275537	Illumina MiSeq sequencing; Medieval and modern mycobacterium leprae: Sample SK8-screening	University of Tuebingen	ILLUMINA	Illumina MiSeq	NA	NA	NA	METAGENOMIC	other	OTHER	PAIRED	NA	SRR847070	243431	ftp.sra.ebi.ac.uk/vol1/fastq/SRR847/SRR847070/SRR847070_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR847/SRR847070/SRR847070_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/SRR847/SRR847070/SRR847070_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR847/SRR847070/SRR847070_2.fastq.gz	d1bfda82096b4e463b85dd7c3faa8644;903899d009a584204024d90584c5b77f	24758187;24245805
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1941430	Illumina HiSeq 2000 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2000	unspecified	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1880929	19973979	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/009/ERR1880929/ERR1880929_2.fastq.gz	8e9568614230d5b390aa502d891e9083;35370d7558f34d2d8dcecff3f89d7437	1522515708;1519501490
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944320	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.UDG.shotgun	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883819	188308766	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/009/ERR1883819/ERR1883819_2.fastq.gz	867d7a1325d50292994da66a088742a5;a81669caef66dc6deb6bbcd450f05dd9	13028657023;13351820743
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944331	Illumina HiSeq 2000 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2000	KH130040.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883830	12716993	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1883830/ERR1883830_2.fastq.gz	7731e268a59731343a4d473ac5e2d236;aad6cd1aa3064a2261028d5e6658d55e	1063816994;1058360899
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944342	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883841	3395977	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883841/ERR1883841_2.fastq.gz	cfeb1569a9dfe635b04532f3f5f9ba05;2a1cf70dc4cbe22cbcf544b1ed46f05e	243851381;234077917
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944343	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883842	3436839	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/002/ERR1883842/ERR1883842_2.fastq.gz	dcdba226ec923ade73fa5a3cfe558d18;7791babf79ea15ff8555f94a329f1b1a	245520125;233846831
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944372	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.UDG.enriched_HLA	NA	NA	OTHER	other	OTHER	PAIRED	125	ERR1883871	9489500	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883871/ERR1883871_2.fastq.gz	31c41e0a88738e43911de7b8015998d8;58680b011883005e809e3a1e737bef3e	805966166;837184597
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944373	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.UDG.enriched_HLA	NA	NA	OTHER	other	OTHER	PAIRED	125	ERR1883872	9487070	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/002/ERR1883872/ERR1883872_2.fastq.gz	3058aae7e8d184a0325cf3b26f876b41;4eeeb8e97ede0e78dc54bec1872ebeb7	805136558;835328332
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944396	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.nonUDG_BS	NA	NA	OTHER	other	OTHER	PAIRED	125	ERR1883895	4945097	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/005/ERR1883895/ERR1883895_2.fastq.gz	1d5892c5584dee05c99000a22c2bf084;776fc0e343c8d3e3d252d76a746c141b	396256213;422727991
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_404	ENA	ERS1574247	ERS1574247	PRJEB19769	G404	Generic sample from Ancient metagenome sample	ERX1944719	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130040.nonUDG.shotgun	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1884218	19071	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/008/ERR1884218/ERR1884218_2.fastq.gz	c342a2dc4cae0fae137c89124f086a1b;2fec1be2f956d64dbf73dc3d25cb769b	1389910;1419957
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1941431	Illumina HiSeq 2000 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2000	unspecified	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1880930	26137591	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1880930/ERR1880930_2.fastq.gz	70d0bcb41510b5ba56175820b554312e;06e54ca1347785f9c1aea130b11dbb9e	1982668550;1989284545
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944321	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.shotgun	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883820	201028427	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/000/ERR1883820/ERR1883820_2.fastq.gz	192dbb6190b837a9dbc03e6db14e94e0;74c74638457ce57ea5d5f217e56386d4	14297283682;14759359014
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944332	Illumina HiSeq 2000 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2000	KH130041.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883831	18154712	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/001/ERR1883831/ERR1883831_2.fastq.gz	790dae8214524ac27343ab4d6efd16d4;62697225b8f77d5366a825cb8eac9052	1494382038;1490879491
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944344	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883843	1963473	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/003/ERR1883843/ERR1883843_2.fastq.gz	c246f91e28bab3d92e68a9578037eea0;2e8891ff9651a12df2ad8a88f6e5ae57	140687802;136181914
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944345	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883844	1997137	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/004/ERR1883844/ERR1883844_2.fastq.gz	1f5c8c6531905f7f6f2552c0a8776ad9;427a3c204db918891105b794d1659dfd	142322508;136829753
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944346	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.capture	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883845	50985769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/005/ERR1883845/ERR1883845_2.fastq.gz	869e8d4898248679e650ffe503c411c1;e44bce599105e8eeb2f98b1d40bf77d6	4404615754;4373328820
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944347	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.enriched_TB	NA	NA	OTHER	other	OTHER	PAIRED	100	ERR1883846	50985769	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/006/ERR1883846/ERR1883846_2.fastq.gz	076398c4bf920660f67138d2750cb2b8;72d5c5f74ac92625d4e20ff1efdb1392	4404612091;4373322788
Schuenemann2018	10.1371/journal.ppat.1006997	Jorgen_427	ENA	ERS1574249	ERS1574249	PRJEB19769	G427	Generic sample from Ancient metagenome sample	ERX1944374	Illumina HiSeq 2500 paired end sequencing	Institute of Clinical Molecular Biology	ILLUMINA	Illumina HiSeq 2500	KH130041.UDG.enriched_HLA	NA	NA	OTHER	other	OTHER	PAIRED	125	ERR1883873	14482598	ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_2.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/ERR188/003/ERR1883873/ERR1883873_2.fastq.gz	d8b894f0d812d7e0a8eff45fe7cb5c20;5213186cb8e3ba2aefea3f8907ed4427	1220530383;1225123810
